ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Γ",186,308,0.60,11,02/2025
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","1,498",47712,0.03,1705,02/2025
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","20,806",81469,0.26,2910,02/2025
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","6,000",9688,0.62,346,02/2025
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,408",756,1.86,27,02/2025
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",622,39,15.94,2,02/2025
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση A",20,635,0.03,23,02/2025
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Β",129,588,0.22,21,02/2025
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Γ",60,112,0.54,4,02/2025
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση A",15,626,0.02,28,02/2025
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Β",316,1254,0.25,50,02/2025
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Γ",274,406,0.67,16,02/2025
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Δ",66,38,1.72,2,02/2025
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","2,456",77846,0.03,2785,02/2025
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","33,635",134820,0.25,4815,02/2025
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","9,432",15253,0.62,545,02/2025
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,851",1121,1.65,41,02/2025
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",641,84,7.63,3,02/2025
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",61,1904,0.03,69,02/2025
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β",972,3752,0.26,134,02/2025
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",290,476,0.61,17,02/2025
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση A",315,10629,0.03,380,02/2025
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Β","2,388",10444,0.23,373,02/2025
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Γ","1,361",2033,0.67,73,02/2025
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Δ","1,968",1047,1.88,38,02/2025
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Ε",473,84,5.63,3,02/2025
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A",693,23017,0.03,828,02/2025
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","9,197",36883,0.25,1318,02/2025
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","2,681",4284,0.63,153,02/2025
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,617",833,1.94,30,02/2025
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε","1,109",140,7.92,5,02/2025
11854,ΚΕΝΤΡΟ,"Κλάση Δ",82,56,1.46,2,02/2025
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση A",37,1288,0.03,46,02/2025
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Β",434,1876,0.23,67,02/2025
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Γ",177,252,0.70,9,02/2025
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Δ",156,56,2.79,2,02/2025
11854,ΡΟΥΦ,"Κλάση A",152,6401,0.02,229,02/2025
11854,ΡΟΥΦ,"Κλάση Β","2,015",8579,0.23,307,02/2025
11854,ΡΟΥΦ,"Κλάση Γ",687,1036,0.66,37,02/2025
11854,ΡΟΥΦ,"Κλάση Δ",924,448,2.06,16,02/2025
11854,ΤΑΥΡΟΣ,"Κλάση A",0,112,0.00,4,02/2025
11854,ΤΑΥΡΟΣ,"Κλάση Β",14,84,0.16,3,02/2025
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση A","1,045",34720,0.03,1251,02/2025
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β","11,640",46809,0.25,1672,02/2025
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ","4,029",6328,0.64,226,02/2025
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ","2,458",1260,1.95,45,02/2025
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",30,924,0.03,33,02/2025
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",269,1092,0.25,39,02/2025
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ",118,196,0.60,7,02/2025
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ",225,112,2.01,4,02/2025
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,244",70504,0.03,2626,02/2025
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","41,493",152232,0.27,5446,02/2025
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","16,747",26748,0.63,958,02/2025
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","4,472",2759,1.62,102,02/2025
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","2,650",253,10.48,10,02/2025
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση A",58,1911,0.03,71,02/2025
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Β",901,3521,0.26,126,02/2025
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Γ",507,784,0.65,28,02/2025
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Δ",121,84,1.44,3,02/2025
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση A",2,56,0.03,3,02/2025
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β",39,140,0.28,5,02/2025
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ",66,112,0.59,4,02/2025
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",596,18205,0.03,664,02/2025
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β","8,162",31015,0.26,1108,02/2025
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ","4,151",6272,0.66,224,02/2025
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ","3,541",1932,1.83,69,02/2025
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Ε","5,302",280,18.94,10,02/2025
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,169",36261,0.03,1298,02/2025
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","20,536",74999,0.27,2680,02/2025
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","8,115",13072,0.62,467,02/2025
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","2,887",1652,1.75,59,02/2025
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","2,575",252,10.22,9,02/2025
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση A","1,708",52965,0.03,1914,02/2025
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β","34,336",124592,0.28,4451,02/2025
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ","15,022",23808,0.63,851,02/2025
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Δ","2,120",1484,1.43,53,02/2025
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Ε","3,634",140,25.96,5,02/2025
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",4,140,0.03,5,02/2025
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",10,56,0.19,2,02/2025
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ",29,56,0.52,2,02/2025
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",138,3752,0.04,134,02/2025
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","1,915",7360,0.26,263,02/2025
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ",633,1012,0.63,37,02/2025
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",290,168,1.73,6,02/2025
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",25,829,0.03,33,02/2025
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",321,1243,0.26,50,02/2025
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",209,308,0.68,13,02/2025
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ",122,84,1.45,3,02/2025
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",25,680,0.04,28,02/2025
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",211,1035,0.20,41,02/2025
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",118,169,0.70,7,02/2025
12134,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",3,84,0.03,3,02/2025
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,154",66304,0.03,2596,02/2025
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","31,103",117645,0.26,4296,02/2025
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","12,344",19427,0.64,742,02/2025
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","3,918",2248,1.74,87,02/2025
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,989",220,9.04,8,02/2025
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",26,806,0.03,30,02/2025
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β",219,800,0.27,30,02/2025
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ",69,102,0.68,5,02/2025
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση A","1,583",49785,0.03,1953,02/2025
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β","30,449",113701,0.27,4290,02/2025
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ","11,540",18263,0.63,742,02/2025
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ","1,657",1078,1.54,49,02/2025
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",954,29354,0.03,1197,02/2025
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","22,384",80494,0.28,3107,02/2025
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","9,437",15172,0.62,658,02/2025
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,178",715,1.65,42,02/2025
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Ε",119,19,6.27,3,02/2025
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",384,11831,0.03,464,02/2025
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","9,358",33334,0.28,1271,02/2025
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","4,129",6585,0.63,282,02/2025
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",578,363,1.59,17,02/2025
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,885",56,33.66,2,02/2025
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",47,1434,0.03,57,02/2025
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",852,3123,0.27,119,02/2025
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",489,763,0.64,31,02/2025
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ",63,31,2.04,2,02/2025
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,595",78264,0.03,4279,02/2025
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","56,795",204934,0.28,7489,02/2025
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","24,021",38316,0.63,1453,02/2025
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","2,537",1789,1.42,73,02/2025
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε",545,56,9.74,2,02/2025
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",712,23518,0.03,944,02/2025
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β","18,025",63101,0.29,2440,02/2025
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ","7,682",12216,0.63,539,02/2025
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Δ","1,024",683,1.50,36,02/2025
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Ε","2,842",104,27.33,4,02/2025
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",14,336,0.04,13,02/2025
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",209,840,0.25,31,02/2025
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",60,84,0.71,3,02/2025
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A","1,127",33413,0.03,1372,02/2025
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","30,945",108559,0.29,4211,02/2025
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","12,271",19703,0.62,880,02/2025
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,268",918,1.38,49,02/2025
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Ε",509,68,7.48,3,02/2025
12137,"ΛΟΦΟΣ ΑΞ/ΚΩΝ","Κλάση Β",84,275,0.31,10,02/2025
12137,"ΛΟΦΟΣ ΑΞ/ΚΩΝ","Κλάση Γ",34,61,0.55,3,02/2025
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",708,21994,0.03,936,02/2025
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","19,903",69944,0.28,2725,02/2025
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","8,890",14162,0.63,615,02/2025
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",648,432,1.50,28,02/2025
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε",128,22,5.82,2,02/2025
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση A",35,1297,0.03,51,02/2025
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Β",941,3412,0.28,130,02/2025
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Γ",518,806,0.64,36,02/2025
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Δ",82,61,1.34,3,02/2025
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",33,1961,0.02,72,02/2025
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",679,2492,0.27,89,02/2025
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Γ",629,926,0.68,34,02/2025
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Δ",906,585,1.55,21,02/2025
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Ε","6,367",224,28.43,8,02/2025
12241,ΑΙΓΑΛΕΩ,"Κλάση A",154,4093,0.04,152,02/2025
12241,ΑΙΓΑΛΕΩ,"Κλάση Β","2,839",10241,0.28,367,02/2025
12241,ΑΙΓΑΛΕΩ,"Κλάση Γ",796,1239,0.64,45,02/2025
12241,ΑΙΓΑΛΕΩ,"Κλάση Δ",88,84,1.04,3,02/2025
12241,ΑΙΓΑΛΕΩ,"Κλάση Ε",881,84,10.49,3,02/2025
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A","1,803",54428,0.03,1957,02/2025
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","29,542",111130,0.27,3971,02/2025
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","11,453",18227,0.63,652,02/2025
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ","3,193",1876,1.70,67,02/2025
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Ε","3,604",252,14.30,9,02/2025
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση A",65,2102,0.03,78,02/2025
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Β",484,1829,0.26,66,02/2025
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Γ",181,285,0.64,11,02/2025
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Δ",750,348,2.16,13,02/2025
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Ε",559,84,6.66,3,02/2025
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",7,252,0.03,9,02/2025
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",70,280,0.25,10,02/2025
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Γ",209,280,0.75,10,02/2025
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Δ",289,140,2.06,5,02/2025
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Ε","1,288",56,23.00,2,02/2025
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση A",169,4620,0.04,165,02/2025
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Β","2,328",8932,0.26,319,02/2025
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Γ",997,1596,0.62,57,02/2025
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Δ",68,56,1.22,2,02/2025
12242,ΑΙΓΑΛΕΩ,"Κλάση A",54,1764,0.03,63,02/2025
12242,ΑΙΓΑΛΕΩ,"Κλάση Β",589,2352,0.25,84,02/2025
12242,ΑΙΓΑΛΕΩ,"Κλάση Γ",302,476,0.64,17,02/2025
12242,ΑΙΓΑΛΕΩ,"Κλάση Δ",496,196,2.53,7,02/2025
12242,ΒΙΑΜΑΞ,"Κλάση A",262,7336,0.04,262,02/2025
12242,ΒΙΑΜΑΞ,"Κλάση Β","4,456",16912,0.26,604,02/2025
12242,ΒΙΑΜΑΞ,"Κλάση Γ","1,709",2772,0.62,99,02/2025
12242,ΒΙΑΜΑΞ,"Κλάση Δ",77,56,1.38,2,02/2025
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A","1,802",56094,0.03,2013,02/2025
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","28,473",108136,0.26,3863,02/2025
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","10,421",16522,0.63,591,02/2025
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ","2,276",1285,1.77,46,02/2025
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Ε","2,403",84,28.61,3,02/2025
12242,ΛΙΟΥΜΗ,"Κλάση A",19,364,0.05,13,02/2025
12242,ΛΙΟΥΜΗ,"Κλάση Β",146,560,0.26,20,02/2025
12242,ΛΙΟΥΜΗ,"Κλάση Γ",66,112,0.59,4,02/2025
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση A",23,812,0.03,29,02/2025
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Β",269,1064,0.25,38,02/2025
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Γ",153,224,0.68,8,02/2025
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Δ",179,84,2.13,3,02/2025
12243,ΑΙΓΑΛΕΩ,"Κλάση A",85,2296,0.04,82,02/2025
12243,ΑΙΓΑΛΕΩ,"Κλάση Β","1,085",4060,0.27,145,02/2025
12243,ΑΙΓΑΛΕΩ,"Κλάση Γ",432,644,0.67,23,02/2025
12243,ΑΙΓΑΛΕΩ,"Κλάση Δ",360,168,2.15,6,02/2025
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση A",756,20972,0.04,749,02/2025
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Β","12,669",48016,0.26,1715,02/2025
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Γ","4,435",7144,0.62,256,02/2025
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Δ",403,280,1.44,10,02/2025
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση A",477,12796,0.04,457,02/2025
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Β","10,717",39767,0.27,1421,02/2025
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Γ","3,782",5979,0.63,214,02/2025
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Δ",640,405,1.58,15,02/2025
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A",133,4452,0.03,159,02/2025
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","3,054",11005,0.28,394,02/2025
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","1,188",1903,0.62,68,02/2025
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ",135,56,2.41,2,02/2025
12243,ΙΕΡΑΠΟΛΗ,"Κλάση A",12,420,0.03,15,02/2025
12243,ΙΕΡΑΠΟΛΗ,"Κλάση Β",158,504,0.31,18,02/2025
12243,ΛΙΟΥΜΗ,"Κλάση A","1,591",48328,0.03,1726,02/2025
12243,ΛΙΟΥΜΗ,"Κλάση Β","29,764",113204,0.26,4043,02/2025
12243,ΛΙΟΥΜΗ,"Κλάση Γ","10,447",16828,0.62,601,02/2025
12243,ΛΙΟΥΜΗ,"Κλάση Δ","1,178",840,1.40,30,02/2025
12243,ΛΙΟΥΜΗ,"Κλάση Ε","3,838",168,22.84,6,02/2025
12244,ΑΙΓΑΛΕΩ,"Κλάση Β",26,84,0.31,3,02/2025
12244,ΙΕΡΑΠΟΛΗ,"Κλάση A","1,345",44238,0.03,1583,02/2025
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Β","22,311",84914,0.26,3034,02/2025
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Γ","8,014",12768,0.63,456,02/2025
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Δ","2,076",1092,1.90,39,02/2025
12244,ΙΕΡΑΠΟΛΗ,"Κλάση Ε",766,84,9.11,3,02/2025
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση A","1,099",34880,0.03,1248,02/2025
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Β","21,842",80653,0.27,2881,02/2025
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Γ","8,298",13272,0.63,474,02/2025
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Δ",966,652,1.48,24,02/2025
12244,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Ε",499,56,8.92,2,02/2025
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση A",204,7000,0.03,250,02/2025
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Β","4,040",14921,0.27,533,02/2025
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Γ","1,843",2915,0.63,105,02/2025
12351,"ΑΓ. ΒΑΡΒΑΡΑ","Κλάση Δ",594,448,1.33,16,02/2025
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση A","1,253",41953,0.03,1502,02/2025
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Β","24,229",88168,0.27,3151,02/2025
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Γ","10,955",17235,0.64,619,02/2025
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Δ","2,763",1624,1.70,58,02/2025
12351,"ΑΡ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Ε","3,327",313,10.63,12,02/2025
12351,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Β",174,672,0.26,24,02/2025
12351,"Γ ΝΕΚΡΟΤΑΦΕΙΟ","Κλάση Γ",95,168,0.57,6,02/2025
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση A","1,195",41267,0.03,1478,02/2025
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Β","27,281",97394,0.28,3481,02/2025
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Γ","14,118",22441,0.63,804,02/2025
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Δ","2,279",1542,1.48,56,02/2025
12351,"ΔΕΞ. ΕΛ. ΒΕΝΙΖΕΛΟΥ","Κλάση Ε","1,153",56,20.59,2,02/2025
12461,"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ","Κλάση A",617,19398,0.03,696,02/2025
12461,"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ","Κλάση Β","14,113",50372,0.28,1799,02/2025
12461,"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ","Κλάση Γ","5,861",9380,0.62,335,02/2025
12461,"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ","Κλάση Δ","1,181",756,1.56,27,02/2025
12461,"ΑΓ. ΓΡΗΓΟΡΟΥΣΑ","Κλάση Ε",381,56,6.81,2,02/2025
12461,"ΑΝΩ ΛΟΦΟΣ","Κλάση A",51,1260,0.04,46,02/2025
12461,"ΑΝΩ ΛΟΦΟΣ","Κλάση Β",765,2912,0.26,104,02/2025
12461,"ΑΝΩ ΛΟΦΟΣ","Κλάση Γ",195,336,0.58,12,02/2025
12461,ΔΑΣΟΣ,"Κλάση A",10,252,0.04,9,02/2025
12461,ΔΑΣΟΣ,"Κλάση Β",113,448,0.25,16,02/2025
12461,ΔΑΣΟΣ,"Κλάση Γ",47,84,0.56,3,02/2025
12461,ΚΕΝΤΡΟ,"Κλάση A",8,224,0.04,8,02/2025
12461,ΚΕΝΤΡΟ,"Κλάση Β",237,812,0.29,29,02/2025
12461,ΚΕΝΤΡΟ,"Κλάση Γ",136,224,0.61,8,02/2025
12461,"ΣΥΝ. ΣΙΔΗΡΟΠΟΥΛΟΥ","Κλάση A",218,5949,0.04,214,02/2025
12461,"ΣΥΝ. ΣΙΔΗΡΟΠΟΥΛΟΥ","Κλάση Β","3,410",12750,0.27,456,02/2025
12461,"ΣΥΝ. ΣΙΔΗΡΟΠΟΥΛΟΥ","Κλάση Γ","1,330",2153,0.62,77,02/2025
